Departamento,Municipio,Empresa,Variable Calculada,Estrato 1,Estrato 2,Estrato 3,Estrato 4,Estrato 5,Estrato 6,Total Residencial,Industrial,Comercial,Oficial,Otros,Total No Residencial
ANTIOQUIA,ABEJORRAL,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,factura promedio Empresa Departamento y Municipio,40073.6,49012.86,57140.49,32758.71,0,ND,46199.96,263731.01,115117.89,124666.51,148127.39,133773.94
ANTIOQUIA,ABEJORRAL,ENERTOTAL S.A. E.S.P.,factura promedio Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,3045478,ND,ND,3045478
ANTIOQUIA,ABRIAQUI,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,factura promedio Empresa Departamento y Municipio,6056.76,20007.23,28963.48,2362,ND,ND,16949.8,1548682.62,106061.45,103026.35,164341,220212.37
ANTIOQUIA,ALEJANDRIA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,factura promedio Empresa Departamento y Municipio,25614.19,38478.37,43904.82,3458.29,ND,ND,35949.94,428943.4,136332.81,108851.35,130130.11,143826.19
ANTIOQUIA,AMAGA,ELECTRIFICADORA DEL HUILA S.A. E.S.P.,factura promedio Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,39084404,ND,ND,ND,39084404
ANTIOQUIA,AMAGA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,factura promedio Empresa Departamento y Municipio,56629.52,61894.63,66752.66,67654.03,73870.7,125884.59,60816.79,7383015.28,206293.47,286513.28,110155.01,968034.59
ANTIOQUIA,AMAGA,ENEL COLOMBIA S.A. E.S.P.,factura promedio Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,40344897,ND,ND,ND,40344897
ANTIOQUIA,AMAGA,ENERCO S.A. E.S.P.,factura promedio Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,0,ND,ND,ND,0
ANTIOQUIA,AMAGA,VATIA S.A. E.S.P.,factura promedio Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,28653099.5,ND,ND,ND,28653099.5
ANTIOQUIA,AMALFI,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,factura promedio Empresa Departamento y Municipio,44869.1,47088.24,57041.1,70093.21,87469.33,72868.38,48981.58,1252538.27,159502.68,246920.66,146261.76,226374.06
ANTIOQUIA,ANDES,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,factura promedio Empresa Departamento y Municipio,50884.93,50940.41,64429.08,104806.32,173412.5,ND,53091.46,331935.03,211427.72,324072.79,145634.92,224341.63
ANTIOQUIA,ANDES,ENERCO S.A. E.S.P.,factura promedio Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,10896749,ND,ND,10896749
ANTIOQUIA,ANDES,SPECTRUM RENOVAVEIS SAS ESP,factura promedio Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,5513797,ND,ND,5513797
ANTIOQUIA,ANDES,VATIA S.A. E.S.P.,factura promedio Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,1120399,ND,ND,ND,1120399
ANTIOQUIA,ANGELOPOLIS,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,factura promedio Empresa Departamento y Municipio,51344.33,60094.07,61348.22,99557,71629,ND,57426.23,2300850.72,244071.76,87905.58,92642.53,625337.62
ANTIOQUIA,ANGOSTURA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,factura promedio Empresa Departamento y Municipio,42102.17,65123.69,75983.82,81600.17,ND,ND,53513.68,451557.26,132632.34,122616.32,135058.17,179283.68
ANTIOQUIA,ANORI,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,factura promedio Empresa Departamento y Municipio,39108.53,40465.53,41900.19,64481.73,ND,ND,40147.85,1077620.75,141684.82,129529.59,140539.02,196923.68
