Departamento,Municipio,Empresa,Variable Calculada,Estrato 1,Estrato 2,Estrato 3,Estrato 4,Estrato 5,Estrato 6,Total Residencial,Industrial,Comercial,Oficial,Otros,Total No Residencial
ANTIOQUIA,ABEJORRAL,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,factura promedio Empresa Departamento y Municipio,41022.7,49941.36,58624.77,31998.39,0,ND,47159.49,285883.68,123649.82,159106.51,139377.69,145994.68
ANTIOQUIA,ABEJORRAL,ENERTOTAL S.A. E.S.P.,factura promedio Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,2335847,ND,ND,2335847
ANTIOQUIA,ABRIAQUI,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,factura promedio Empresa Departamento y Municipio,106659.03,95834.5,118671.07,91235,ND,498930,101490.95,2288318.12,452485.78,137156.23,166316.86,442592.95
ANTIOQUIA,ALEJANDRIA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,factura promedio Empresa Departamento y Municipio,33148.07,43751.93,75432.41,61792.93,ND,ND,45344.88,400308.2,143997.64,149576.94,131694.64,153785.33
ANTIOQUIA,AMAGA,ELECTRIFICADORA DEL HUILA S.A. E.S.P.,factura promedio Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,30853922,ND,ND,ND,30853922
ANTIOQUIA,AMAGA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,factura promedio Empresa Departamento y Municipio,50960.66,59508.43,73848.77,71819.97,36232.42,118344.95,57659.29,8254498.41,214494.96,327692.62,111483.37,1093735.46
ANTIOQUIA,AMAGA,ENEL COLOMBIA S.A. E.S.P.,factura promedio Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,38317277,ND,ND,ND,38317277
ANTIOQUIA,AMAGA,ENERCO S.A. E.S.P.,factura promedio Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,0,ND,ND,ND,0
ANTIOQUIA,AMAGA,VATIA S.A. E.S.P.,factura promedio Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,28801796,ND,ND,ND,28801796
ANTIOQUIA,AMALFI,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,factura promedio Empresa Departamento y Municipio,41545.84,58622.37,59086.12,40608.37,135330.28,19076,52329.93,1034567.21,163818,261657.6,148020.26,221506.1
ANTIOQUIA,ANDES,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,factura promedio Empresa Departamento y Municipio,47700.21,53675.01,65010.54,66417.1,320940.5,ND,54044.97,469484.54,189785.99,361092.33,147681.47,226252.37
ANTIOQUIA,ANDES,ENERCO S.A. E.S.P.,factura promedio Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,10264358,ND,ND,10264358
ANTIOQUIA,ANDES,VATIA S.A. E.S.P.,factura promedio Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,1036154,1022952,ND,ND,1029553
ANTIOQUIA,ANGELOPOLIS,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,factura promedio Empresa Departamento y Municipio,58565.85,60527.43,65147.76,46495.11,70430,ND,60228.62,2644452.42,187986.77,113942.4,93944.45,681156.59
ANTIOQUIA,ANGOSTURA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,factura promedio Empresa Departamento y Municipio,46522.49,76364.08,91025.13,54091.15,ND,ND,61196.75,383915.97,115659.41,120743.68,134365.32,159194.36
ANTIOQUIA,ANORI,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,factura promedio Empresa Departamento y Municipio,35381.05,56825.37,56689.61,92456.15,ND,ND,47804.27,1341957.22,156081.85,173217.28,139545.15,230352.98
ANTIOQUIA,ANZA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,factura promedio Empresa Departamento y Municipio,47805.54,54187.92,50429.48,135496,395003,ND,51085.89,1326129.11,165686.16,155716.88,138244.81,206308.66
ANTIOQUIA,APARTADO,CARIBEMAR DE LA COSTA S.A.S. E.S.P.,factura promedio Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,51390131,ND,ND,51390131
ANTIOQUIA,APARTADO,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,factura promedio Empresa Departamento y Municipio,81274.73,99163.15,114891.97,150134.55,1059531,ND,95145.82,2849955.36,504601.13,1218208.09,171339,582256.65
ANTIOQUIA,APARTADO,ENEL COLOMBIA S.A. E.S.P.,factura promedio Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,51868916,ND,ND,51868916
ANTIOQUIA,APARTADO,ENERTOTAL S.A. E.S.P.,factura promedio Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,11710679.33,7848267,121357.3,ND,353643.74
ANTIOQUIA,APARTADO,QI ENERGY SAS ESP,factura promedio Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,8727145,ND,ND,8727145
ANTIOQUIA,APARTADO,VATIA S.A. E.S.P.,factura promedio Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,6336090.5,6232140.78,ND,ND,6251040.73
ANTIOQUIA,ARBOLETES,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,factura promedio Empresa Departamento y Municipio,49348.88,93257.42,127839.77,45951.33,ND,ND,61182.81,1282805.47,284274.84,484363.41,81262.9,236265.77
ANTIOQUIA,ARBOLETES,ENERTOTAL S.A. E.S.P.,factura promedio Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,21505414,ND,ND,21505414
ANTIOQUIA,ARBOLETES,VATIA S.A. E.S.P.,factura promedio Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,31210555,ND,ND,31210555
ANTIOQUIA,ARGELIA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,factura promedio Empresa Departamento y Municipio,36936.74,37319.41,17426.18,27192,ND,ND,36630.95,356137.14,115624.14,144074.15,123194.03,129054.69
ANTIOQUIA,ARMENIA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,factura promedio Empresa Departamento y Municipio,31502.7,29514.94,47704.34,45694.64,0,193181,33051.13,477654.29,104915.1,95517.37,129486.95,134497.4
ANTIOQUIA,BARBOSA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,factura promedio Empresa Departamento y Municipio,59416.16,69643.7,97483.22,168032.43,226256.56,270289.66,75211.3,13749443.63,373724.68,1293785.19,308470.77,1063720.69
ANTIOQUIA,BARBOSA,ISAGEN S.A. E.S.P.,factura promedio Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,435776931,776154302,ND,ND,549236054.67
ANTIOQUIA,BARBOSA,NEU ENERGY SAS ESP,factura promedio Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
