Departamento,Municipio,Empresa,Variable Calculada,Estrato 1,Estrato 2,Estrato 3,Estrato 4,Estrato 5,Estrato 6,Total Residencial,Industrial,Comercial,Oficial,Otros,Total No Residencial
ANTIOQUIA,ABEJORRAL,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,factura promedio Empresa Departamento y Municipio,39721.29,55136.18,70779.62,169211.74,281600,ND,51006.47,280039.08,110741.78,131607.32,147243.69,133896.56
ANTIOQUIA,ABEJORRAL,ENERTOTAL S.A. E.S.P.,factura promedio Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,2604284,ND,ND,2604284
ANTIOQUIA,ABRIAQUI,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,factura promedio Empresa Departamento y Municipio,5557.15,19287.62,28233.51,2673,ND,ND,16282.04,1642505.5,102664.96,108206.58,160010.33,226041.24
ANTIOQUIA,ALEJANDRIA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,factura promedio Empresa Departamento y Municipio,37005.14,44584.91,55992.25,61890,ND,45465,44389.23,360446.1,143289.76,128321.85,126690.25,147802.78
ANTIOQUIA,AMAGA,ELECTRIFICADORA DEL HUILA S.A. E.S.P.,factura promedio Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,36538191,ND,ND,ND,36538191
ANTIOQUIA,AMAGA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,factura promedio Empresa Departamento y Municipio,64807.82,65072.35,106474.91,233359.42,350323.12,393022.69,74172.76,8628394.14,225285.19,324100.1,107382.27,1135510.54
ANTIOQUIA,AMAGA,ENEL COLOMBIA S.A. E.S.P.,factura promedio Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,41526450,ND,ND,ND,41526450
ANTIOQUIA,AMAGA,ENERCO S.A. E.S.P.,factura promedio Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,0,ND,ND,ND,0
ANTIOQUIA,AMAGA,VATIA S.A. E.S.P.,factura promedio Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,29619130.5,ND,ND,ND,29619130.5
ANTIOQUIA,AMALFI,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,factura promedio Empresa Departamento y Municipio,37827.41,44248.15,55220.77,41257.18,104893.28,271680.08,45056.11,964144.1,153620.9,252207.41,147137.99,208439.32
ANTIOQUIA,ANDES,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,factura promedio Empresa Departamento y Municipio,49471.29,51836.92,51926.61,67616.59,22571.5,ND,51497.43,329917.81,189538.75,338720.02,141998.03,209232.8
ANTIOQUIA,ANDES,ENERCO S.A. E.S.P.,factura promedio Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,10762434,ND,ND,10762434
ANTIOQUIA,ANDES,SPECTRUM RENOVAVEIS SAS ESP,factura promedio Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,5521692,ND,ND,5521692
ANTIOQUIA,ANDES,VATIA S.A. E.S.P.,factura promedio Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,1038063,ND,ND,ND,519031.5
ANTIOQUIA,ANGELOPOLIS,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,factura promedio Empresa Departamento y Municipio,65651.13,64137.22,61325.12,55273.16,95847,ND,64295.98,2545984.5,254261.86,108380.56,91207.64,685389.5
ANTIOQUIA,ANGOSTURA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,factura promedio Empresa Departamento y Municipio,41634.77,29052.71,75942.29,31883.21,ND,ND,39313.42,371414,116588.81,122860.09,129254.31,157514.75
ANTIOQUIA,ANORI,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,factura promedio Empresa Departamento y Municipio,43967.83,38692.34,42117.1,59356.25,ND,ND,41403.83,799636.61,136613.83,109725.03,138713.4,172701.84
ANTIOQUIA,ANZA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,factura promedio Empresa Departamento y Municipio,40292.32,44272.94,48523.16,0,ND,0,42557.59,631485.89,203493.59,169115.92,132985.69,201971.05
ANTIOQUIA,APARTADO,CARIBEMAR DE LA COSTA S.A.S. E.S.P.,factura promedio Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,56028224,ND,ND,56028224
ANTIOQUIA,APARTADO,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,factura promedio Empresa Departamento y Municipio,83652.52,99527.43,116557.57,157375.9,1470688,ND,97030.45,3028384.92,520006.03,1163672.87,170104.56,598704.38
